6.487332037971410559e-01,-6.558773201336111081e-01,-3.859665415880623729e-01
4.099582279510042837e-01,-7.157819852000569805e-01,-5.653232712336702104e-01
5.359625244240043829e-01,-3.613907446256671152e-01,-7.629815870071533501e-01
6.212072651911284549e-01,-5.226354984474551602e-01,-5.839123816432899572e-01
8.557823895873317710e-01,-4.097085863301758724e-01,-3.158724045552651072e-01
6.981503888733343599e-01,-2.886590657366024937e-01,-6.551808744797759099e-01
3.907410101345101805e-01,-5.513700323264886238e-01,-7.370973819322311771e-01
5.535631988650220325e-01,-3.614545074440045913e-01,-7.502788974179777082e-01
5.968466275665317289e-01,-5.763814258307943250e-01,-5.581743053202273819e-01
5.818929072232357225e-01,-4.687897842934981019e-01,-6.645575841605799727e-01
-6.142332102522914117e-02,-9.811538539095590039e-01,-1.832055965101813122e-01
5.968466275665317289e-01,-5.763814258307943250e-01,-5.581743053202273819e-01
6.277536727895712820e-01,-5.957859313859955597e-01,-5.009635218872983131e-01
6.177095370713244771e-01,-6.762730286459389673e-01,-4.013598367265701072e-01
6.981503888733343599e-01,-2.886590657366024937e-01,-6.551808744797759099e-01
5.958320983920121217e-01,-7.044858078144118352e-01,-3.855954578490872753e-01
7.705159009863926656e-01,-5.085067079736851348e-01,-3.843516284249264836e-01
4.511201794675125942e-01,-4.084701657458588153e-01,-7.935002881995379953e-01
7.630696826791341092e-01,-4.382135180806780994e-01,-4.750721755137011226e-01
7.713937917620629081e-01,-3.428672181683379838e-01,-5.360911198074936879e-01
5.611250694773197711e-01,-4.375881104219976891e-01,-7.026060788389028033e-01
2.469859748673272903e-01,-6.726003084915710417e-01,-6.975720416099540078e-01
6.277536727895712820e-01,-5.957859313859955597e-01,-5.009635218872983131e-01
7.683304246969743234e-01,-3.745824792774560819e-01,-5.189954958410731845e-01
3.973573330973325102e-01,-7.432855887349040236e-01,-5.381762568274287561e-01
7.212916981812377282e-01,-2.061524395827696865e-01,-6.612408470360090496e-01
5.074264744948655537e-01,-5.336291184810558752e-01,-6.765784040972951940e-01
5.872017432938603232e-01,-7.006991028554508949e-01,-4.052343518634837216e-01
5.074264744948655537e-01,-5.336291184810558752e-01,-6.765784040972951940e-01
4.158115770969548208e-01,-5.655854233273034382e-01,-7.121894841064548842e-01
5.711087908868717200e-01,-7.323879617456767743e-01,-3.707325484250719727e-01
6.127086141756854509e-01,-2.663096602716816808e-01,-7.440882467563189051e-01
6.811550475225780499e-01,-6.806207308611322837e-01,-2.697836576899579897e-01
5.290246712815780405e-01,-6.325533077974396790e-01,-5.656935654309106498e-01
4.963410561910285845e-01,-5.310519115250399436e-01,-6.867528108459223235e-01
5.359861538308766660e-01,-2.480379930717747927e-01,-8.069671597373155869e-01
3.284821769554087112e-01,-7.179701752924231295e-01,-6.136923388907530308e-01
3.693032132751801200e-01,-6.018776353672060653e-01,-7.080666979242895565e-01
5.723751176667447593e-01,-6.586989293965127557e-01,-4.883671212191377231e-01
6.705292809177160196e-01,-5.162532799567087771e-01,-5.327973670786210203e-01
3.940350503793627057e-01,-3.668266979815467121e-01,-8.427185489358165471e-01
4.386630811851329748e-01,-8.005523974076174110e-01,-4.082775529098822132e-01
3.125455607126805813e-01,-6.201286533376008103e-01,-7.195524482541141298e-01
6.116244347349564237e-01,-4.574276736186945747e-01,-6.455040466510911790e-01
2.760692729918529098e-01,-4.005601269899570771e-01,-8.736917884331631967e-01
6.299213258506338731e-01,-6.497757975941592656e-01,-4.254298251174377099e-01
4.134540769403675098e-01,-8.223374720594308629e-01,-3.909179048192770178e-01
2.760692729918529098e-01,-4.005601269899570771e-01,-8.736917884331631967e-01
7.036768396807537851e-01,-4.667656898967316170e-01,-5.356945921251541343e-01
5.212568227884015748e-01,-6.886456331082874138e-01,-5.040421774984975567e-01
2.131373167101879018e-01,-8.014191532352107350e-01,-5.588379237787455267e-01
8.073149261874310589e-01,-3.085957400866173872e-01,-5.030022655569016399e-01
8.638235358875313574e-01,-2.941890892678917235e-01,-4.089763790275565136e-01
5.355719328980383942e-01,-4.316615946772929258e-01,-7.258312285734996872e-01
4.288212397822144251e-01,-7.327876424252963705e-01,-5.283319178512886349e-01
